property_id,type,activation_date,bathroom,floor,total_floor,furnishing,gym,latitude,longitude,lease_type,lift,locality,parking,property_age,property_size,swimming_pool,pin_code,rent,deposit,building_type,photo_count,request_day_within_7d,categories_7day,request_day_within_3d,categories_3day
ff8080814a437784014a4ca7db3505ed,BHK3,2017-02-23 14:29:00,2,1,5.0,SEMI_FURNISHED,0,12.98270037,77.74633113,ANYONE,0,"Whitefield, ITPL",BOTH,3,1476,0,560066.0,23500,100000,AP,7,1,cat_1_to_2,1.0,cat_1_to_2
ff8080814a52854b014a56949b7f0282,BHK3,2017-03-03 11:20:00,2,3,3.0,SEMI_FURNISHED,0,12.89150148,77.59150496,ANYONE,0,Arakere,BOTH,2,1400,0,560076.0,18000,100000,AP,10,4,cat_3_to_5,4.0,cat_3_to_5
ff8080814a52854b014a68d7933e12c6,BHK1,2017-03-09 22:15:00,1,0,2.0,SEMI_FURNISHED,0,12.92307844,77.48443464,ANYONE,0,Kengeri Satellite Town Town,BOTH,10,800,0,560060.0,5500,40000,AP,5,4,cat_3_to_5,1.0,cat_1_to_2
ff8080814a7d5ba8014a85528a770548,BHK2,2017-03-24 18:06:00,1,1,2.0,SEMI_FURNISHED,0,12.85900071,77.59584759,FAMILY,0,Gottigere,TWO_WHEELER,4,750,0,560083.0,9500,50000,IF,6,1,cat_1_to_2,1.0,cat_1_to_2
ff8080814a7d5ba8014a89fc38f40924,BHK2,2017-02-04 16:00:00,2,4,4.0,SEMI_FURNISHED,0,12.9707973,77.7038389,FAMILY,1,Doddanekkundi,BOTH,4,960,0,560037.0,15000,100000,AP,9,5,cat_3_to_5,2.0,cat_1_to_2
ff8080814a7d5ba8014a99d1cd78160f,BHK1,2017-03-15 15:20:00,1,1,4.0,SEMI_FURNISHED,0,13.00893286,77.54164093,ANYONE,0,Mahalakshmi Layout,TWO_WHEELER,1,450,0,560096.0,8500,60000,AP,4,17,cat_above_5,6.0,cat_above_5
ff8080814a7d5ba8014aa165f8b61bf2,BHK2,2017-02-10 17:48:00,2,4,4.0,NOT_FURNISHED,0,12.98080879,77.7341009,FAMILY,0,Whitefield,FOUR_WHEELER,0,1210,0,560066.0,20000,150000,AP,6,3,cat_3_to_5,2.0,cat_1_to_2
ff8080814a7d5ba8014aa58e5a4d1eff,BHK3,2017-03-26 14:18:00,2,5,9.0,SEMI_FURNISHED,1,12.83013432,77.65460169,FAMILY,1,Electronics City,BOTH,2,1285,1,560105.0,16500,165000,AP,9,1,cat_1_to_2,1.0,cat_1_to_2
ff8080814abd5223014ac2f368b40692,BHK2,2017-02-12 14:57:00,2,0,2.0,SEMI_FURNISHED,0,12.90979685,77.61114979,ANYONE,0,BTM Layout,BOTH,7,600,0,560076.0,13000,75000,AP,0,2,cat_1_to_2,1.0,cat_1_to_2
ff8080814ada14f3014b07056f942c44,BHK2,2017-03-18 14:57:00,2,1,,SEMI_FURNISHED,0,13.0042463,77.6203472,ANYONE,1,Cooke Town,TWO_WHEELER,10,1200,0,,22000,220000,,0,6,cat_above_5,3.0,cat_3_to_5
ff8080814ada14f3014b0bd49e7731ee,BHK2,2017-02-07 12:15:00,2,0,4.0,SEMI_FURNISHED,0,12.90565982,77.64686503,FAMILY,1,HSR Layout,BOTH,0,800,0,560102.0,18000,180000,AP,7,9,cat_above_5,9.0,cat_above_5
ff8080814ada14f3014b2ab4b7a54e24,BHK2,2017-03-22 16:45:00,2,2,3.0,SEMI_FURNISHED,0,12.96195954,77.6360873,ANYONE,0,Domlur,BOTH,8,1200,0,560071.0,35000,350000,AP,1,1,cat_1_to_2,,
ff8080814ada14f3014b2abc3c374e47,BHK3,2017-02-21 12:54:00,2,0,2.0,SEMI_FURNISHED,0,12.97903242,77.64605954,FAMILY,0,Indira Nagar,BOTH,5,1500,0,560038.0,30000,300000,IF,7,4,cat_3_to_5,3.0,cat_3_to_5
ff8080814ada14f3014b2aebc0014e86,BHK2,2017-02-26 16:24:00,2,0,4.0,SEMI_FURNISHED,1,12.8552384,77.5868906,FAMILY,1,Gottigere,BOTH,6,1100,0,560076.0,10000,100000,AP,0,1,cat_1_to_2,1.0,cat_1_to_2
ff8080814ada14f3014b2efc2e4c5202,BHK3,2017-02-13 18:57:00,3,4,10.0,SEMI_FURNISHED,1,13.0040167,77.6877765,ANYONE,1,Krishnarajapura,BOTH,7,1678,1,56006.0,20000,100000,AP,6,3,cat_3_to_5,,
ff8080814b317233014b3480514d01bf,BHK2,2017-03-09 15:29:00,2,1,4.0,SEMI_FURNISHED,0,12.9697999,77.7499467,FAMILY,0,Whitefield,BOTH,0,700,0,560067.0,14000,100000,AP,4,5,cat_3_to_5,5.0,cat_3_to_5
ff8080814b317233014b350040fd0296,RK1,2017-03-10 13:49:00,1,4,4.0,SEMI_FURNISHED,0,12.87876023,77.63831786,ANYONE,0,Singasandra,TWO_WHEELER,0,300,0,560068.0,5500,35000,IF,1,2,cat_1_to_2,,
ff8080814b317233014b3505674802a4,BHK2,2017-03-10 13:49:00,2,3,3.0,SEMI_FURNISHED,0,12.8801665,77.6460458,FAMILY,0,Singasandra,BOTH,4,700,0,560068.0,11500,60000,IF,5,2,cat_1_to_2,2.0,cat_1_to_2
ff8080814b317233014b3c1008940a36,BHK1,2017-03-30 08:45:00,1,1,2.0,SEMI_FURNISHED,0,13.0650365,77.65212922,FAMILY,0,Kothanur,TWO_WHEELER,2,700,0,560077.0,9500,50000,IH,3,8,cat_above_5,5.0,cat_3_to_5
ff8080814b317233014b4563a06b1410,BHK2,2017-03-13 16:25:00,1,1,2.0,SEMI_FURNISHED,0,12.91291352,77.51994833,ANYONE,0,Rajarajeshwarinagar,BOTH,1,800,0,560098.0,11500,100000,IF,6,2,cat_1_to_2,1.0,cat_1_to_2
ff8080814b317233014b49a91c6b18d4,BHK2,2017-03-24 10:40:00,2,4,12.0,SEMI_FURNISHED,1,13.01318842,77.76309088,ANYONE,1,Seegehalli,BOTH,2,1347,1,560067.0,22000,200000,AP,8,1,cat_1_to_2,,
ff8080814b5128f9014b62b6119b12c1,BHK3,2017-02-16 19:20:00,2,1,2.0,SEMI_FURNISHED,0,12.92549157,77.63483406,FAMILY,1,Koramangala 1st Block,BOTH,9,1950,0,560034.0,38000,300000,AP,0,1,cat_1_to_2,1.0,cat_1_to_2
ff8080814b5128f9014b6470ace116ac,BHK3,2017-03-18 20:26:00,2,9,14.0,SEMI_FURNISHED,1,13.02096322,77.7614765,FAMILY,1,Whitefield,BOTH,2,1350,1,560067.0,20000,120000,AP,6,1,cat_1_to_2,1.0,cat_1_to_2
ff8080814b5128f9014b6d1bbc8e1eac,BHK1,2017-03-12 11:05:00,1,0,2.0,NOT_FURNISHED,0,13.02697765,77.54738054,ANYONE,0,Yeshwanthpur,TWO_WHEELER,12,600,0,560022.0,6000,50000,IF,3,4,cat_3_to_5,2.0,cat_1_to_2
ff8080814b5128f9014b6d694ddb1f63,BHK2,2017-03-28 19:12:00,2,0,4.0,SEMI_FURNISHED,1,12.9650526,77.75121307,FAMILY,1,Varthur,BOTH,2,1195,1,560066.0,23000,150000,AP,4,1,cat_1_to_2,,
ff8080814b6ecf31014b72cac1e9031d,BHK2,2017-03-02 17:41:00,2,2,,FULLY_FURNISHED,0,12.9250074,77.5938028,FAMILY,1,Jayanagar,BOTH,2,750,1,,15000,150000,,0,3,cat_3_to_5,3.0,cat_3_to_5
ff8080814b6ecf31014b81a6a2cf147c,BHK2,2017-03-28 19:41:00,2,2,4.0,SEMI_FURNISHED,0,12.87524414,77.59033203,FAMILY,1,JP Nagar Phase 7,BOTH,2,950,0,,11500,115000,AP,4,2,cat_1_to_2,1.0,cat_1_to_2
ff8081814b8e5bf5014b91755f980272,BHK1,2017-02-11 21:05:00,1,2,3.0,SEMI_FURNISHED,0,12.91287431,77.52053305,ANYONE,0,Rajarajeshwarinagar,TWO_WHEELER,2,700,0,560098.0,10000,100000,IF,5,1,cat_1_to_2,1.0,cat_1_to_2
ff8081814b8e5bf5014b97cd2a7d0c07,BHK2,2017-02-06 11:31:00,2,4,4.0,SEMI_FURNISHED,0,12.8498667,77.6480766,FAMILY,0,Electronics City,BOTH,3,1000,0,560100.0,15000,80000,AP,6,1,cat_1_to_2,,
ff8081814b8e5bf5014b983339e70ce0,BHK1,2017-02-05 14:32:00,1,3,3.0,SEMI_FURNISHED,0,13.00864733,77.64293648,ANYONE,0,Banaswadi,BOTH,0,600,0,560043.0,9000,90000,IF,1,2,cat_1_to_2,1.0,cat_1_to_2
ff8081814baa2e3c014baad306de0140,BHK3,2017-02-20 20:03:00,3,1,2.0,SEMI_FURNISHED,0,12.89312156,77.58250414,FAMILY,0,J P Nagar,BOTH,5,2150,0,560078.0,16500,160000,IH,6,1,cat_1_to_2,1.0,cat_1_to_2
ff8081814bb10aa5014bb557913a04b9,BHK2,2017-02-26 16:50:00,2,1,1.0,SEMI_FURNISHED,0,13.03037481,77.63584288,FAMILY,0,Kalyan Nagar,BOTH,10,1000,0,560043.0,15000,150000,IF,8,4,cat_3_to_5,,
ff8081814bb10aa5014bb648367e0730,BHK2,2017-03-07 18:22:00,1,2,3.0,SEMI_FURNISHED,0,13.0881561,77.54618093,ANYONE,0,Vidyaranyapura,TWO_WHEELER,2,750,0,560097.0,6000,40000,IF,7,2,cat_1_to_2,1.0,cat_1_to_2
ff8081814bb10aa5014bbb8fcaa60f80,BHK2,2017-03-10 15:35:00,2,4,5.0,SEMI_FURNISHED,0,12.910491,77.5857168,ANYONE,0,JP Nagar 5th phase,BOTH,2,1190,0,560078.0,15000,100000,AP,5,17,cat_above_5,10.0,cat_above_5
ff8081814bb10aa5014bbefdd0aa1350,BHK1,2017-02-22 16:42:00,1,1,1.0,SEMI_FURNISHED,0,13.00980478,77.55225117,ANYONE,0,Rajajinagar,TWO_WHEELER,6,300,0,560086.0,7000,70000,IF,0,7,cat_above_5,2.0,cat_1_to_2
ff8081814bbfbd48014bc0b8f45102b8,BHK2,2017-02-24 11:16:00,2,1,1.0,SEMI_FURNISHED,0,13.02341354,77.71616595,FAMILY,0,Battarahalli,TWO_WHEELER,5,900,0,560049.0,7000,70000,IF,0,1,cat_1_to_2,1.0,cat_1_to_2
ff8081814bc25254014bc9480d6208b4,BHK2,2017-03-12 17:29:00,2,3,3.0,SEMI_FURNISHED,0,12.9591722,77.697419,ANYONE,0,Marathahalli,FOUR_WHEELER,6,700,0,560037.0,10500,50000,IF,6,30,cat_above_5,12.0,cat_above_5
ff8081814bc25254014bc95af56d08cb,BHK2,2017-03-03 21:04:00,2,2,3.0,SEMI_FURNISHED,0,13.0076141,77.6006979,ANYONE,0,Benson Town,NONE,1,600,0,560046.0,12500,50000,IF,4,9,cat_above_5,6.0,cat_above_5
ff8081814bc25254014bcfc4c56313e4,BHK1,2017-02-10 23:48:00,1,0,2.0,SEMI_FURNISHED,0,13.01812681,77.64749083,FAMILY,0,HRBR Layout,TWO_WHEELER,5,725,0,560043.0,14000,140000,IF,5,3,cat_3_to_5,2.0,cat_1_to_2
ff8081814bc25254014bcfdcd41b1414,BHK2,2017-02-02 12:16:00,2,0,0.0,SEMI_FURNISHED,0,12.95513473,77.6839196,ANYONE,0,Marathahalli,TWO_WHEELER,10,750,0,560017.0,13000,75000,IH,4,11,cat_above_5,7.0,cat_above_5
ff8081814bd33564014bd3b593e100bb,BHK3,2017-02-09 19:51:00,2,4,4.0,SEMI_FURNISHED,0,12.9745385,77.6805538,FAMILY,1,Vignan Nagar,BOTH,4,980,0,560075.0,20000,240000,IF,6,2,cat_1_to_2,1.0,cat_1_to_2
ff8081814bd33564014bd439d3de02b6,BHK2,2017-03-22 17:35:00,2,3,3.0,SEMI_FURNISHED,1,12.91546801,77.50260661,ANYONE,1,RR Nagar,BOTH,3,1250,1,560059.0,13000,130000,AP,6,5,cat_3_to_5,2.0,cat_1_to_2
ff8081814bd62607014bd8aaa8a201e9,BHK1,2017-03-06 18:35:00,1,0,2.0,SEMI_FURNISHED,0,12.92869375,77.54315417,FAMILY,0,Banashankari,TWO_WHEELER,6,600,0,560085.0,8000,750000,AP,4,5,cat_3_to_5,4.0,cat_3_to_5
ff8081814bd62607014bd8b9bba90214,BHK1,2017-02-19 15:37:00,1,2,2.0,SEMI_FURNISHED,0,13.01258151,77.6797598,FAMILY,0,Ramamurthy Nagar,TWO_WHEELER,5,500,0,560016.0,8000,50000,IF,5,5,cat_3_to_5,,
ff8081814bd62607014bd94d014f03f0,RK1,2017-02-19 10:59:00,1,4,4.0,NOT_FURNISHED,0,12.92236492,77.61969868,BACHELOR,0,Madiwala,TWO_WHEELER,5,150,0,560034.0,7500,15000,IF,0,3,cat_3_to_5,1.0,cat_1_to_2
ff8081814bd62607014bd9db560505e4,BHK2,2017-02-03 19:46:00,2,1,2.0,SEMI_FURNISHED,0,13.0280047,77.6399711,FAMILY,0,Kalyan Nagar,TWO_WHEELER,0,1000,0,560043.0,12000,120000,IF,0,1,cat_1_to_2,1.0,cat_1_to_2
ff8081814bd62607014bdaad459f08a5,BHK1,2017-03-04 12:28:00,1,3,3.0,SEMI_FURNISHED,0,12.9982555,77.62583804,ANYONE,0,Cooke Town,TWO_WHEELER,6,780,0,560005.0,12500,100000,IF,6,3,cat_3_to_5,3.0,cat_3_to_5
ff8081814bd62607014bde7f7bfa0d80,RK1,2017-02-01 23:45:00,1,3,3.0,SEMI_FURNISHED,0,12.91209061,77.63798123,BACHELOR,0,HSR Layout,TWO_WHEELER,5,250,0,560102.0,6000,35000,IF,2,13,cat_above_5,13.0,cat_above_5
ff8081814bd62607014be345816e1618,BHK1,2017-03-19 17:36:00,1,0,2.0,SEMI_FURNISHED,0,12.8902208,77.6092188,FAMILY,0,"Vijaya Bank Layout, Bengaluru, Karnataka, India",BOTH,1,500,0,560076.0,10500,80000,AP,5,1,cat_1_to_2,1.0,cat_1_to_2
